,PARKING_SPACE_ID,POST_ID,STREET_NAME,shape
29496,162422,131-17840,31ST AVE,POINT (-122.48928 37.75427)
29497,162294,490-24120,IRVING ST,POINT (-122.48405 37.76332)
29498,164307,700-16810,VALENCIA ST,POINT (-122.41995 37.745953)
29499,144317,568-52100,MISSION ST,POINT (-122.442024 37.715282)
29500,164337,568-45150,MISSION ST,POINT (-122.43376 37.725872)
29501,148221,440-51300,GEARY BLVD,POINT (-122.47493 37.78067)
29502,151658,365-04360,CORTLAND AVE,POINT (-122.41661 37.73901)
29503,163231,725-03800,WEST PORTAL AVE,POINT (-122.470474 37.736877)
29504,149175,360-03210,CLEMENT ST,POINT (-122.462814 37.782944)
29505,152059,568-45350,MISSION ST,POINT (-122.43409 37.725445)
29506,150992,226-34290,26TH ST,POINT (-122.41935 37.748917)
29507,147485,568-48250,MISSION ST,POINT (-122.4378 37.720543)
29508,151368,568-46550,MISSION ST,POINT (-122.43554 37.72352)
29509,153388,700-14460,VALENCIA ST,POINT (-122.42048 37.749203)
29510,149095,360-07070,CLEMENT ST,POINT (-122.4668 37.78276)
29512,142436,122-24090,22ND AVE,POINT (-122.47897 37.742558)
29513,162375,469-17080,HOLLOWAY AVE,POINT (-122.47934 37.72097)
29514,142832,490-10170,IRVING ST,POINT (-122.468796 37.763847)
29515,142466,581-12220,NORIEGA ST,POINT (-122.477066 37.754276)
29516,148997,440-41160,GEARY BLVD,POINT (-122.463776 37.781174)
29517,144402,680-14180,TARAVAL ST,POINT (-122.48174 37.742863)
29518,149186,118-03850,18TH AVE,POINT (-122.477325 37.780888)
29519,141882,103-13680,03RD AVE,POINT (-122.45973 37.763226)
29520,142922,107-13105,07TH AVE,POINT (-122.46398 37.76357)
29521,143467,121-13060,21ST AVE,POINT (-122.47915 37.763252)
29522,147299,301-04970,ALPHA ST,POINT (-122.4055 37.71202)
29524,142766,568-53320,MISSION ST,POINT (-122.44352 37.713875)
29525,162316,469-17340,HOLLOWAY AVE,POINT (-122.48021 37.721)
29526,143229,581-23130,NORIEGA ST,POINT (-122.48855 37.75361)
29527,162392,133-17980,33RD AVE,POINT (-122.49141 37.753796)
29528,151590,365-08010,CORTLAND AVE,POINT (-122.414505 37.738937)
29529,147502,332-00050,BRAZIL AVE,POINT (-122.434494 37.724594)
29530,151009,700-16230,VALENCIA ST,POINT (-122.42009 37.74745)
29532,150932,226-34180,26TH ST,POINT (-122.41897 37.74903)
29533,147423,321-36190,BALBOA ST,POINT (-122.497894 37.775616)
29534,141932,493-13170,ILLINOIS ST,POINT (-122.38696 37.754894)
29536,152153,440-23210,GEARY BLVD,POINT (-122.44178 37.78287)
29537,144367,680-08050,TARAVAL ST,POINT (-122.474915 37.742996)
29538,148067,575-04160,MAPLE ST,POINT (-122.45525 37.78683)
29539,152365,659-05050,SPRUCE ST,POINT (-122.4534 37.78612)
29540,152464,650-33380,SACRAMENTO ST,POINT (-122.448425 37.78805)
29541,140467,225-13240,25TH ST,POINT (-122.3921 37.75264)
29542,150864,224-40110,24TH ST,POINT (-122.43231 37.75134)
29543,151530,225-34170,25TH ST,POINT (-122.419075 37.750538)
29544,142137,725-00160,WEST PORTAL AVE,POINT (-122.466225 37.740585)
29546,164376,613-07240,PORTOLA DR,POINT (-122.453674 37.744247)
29547,162188,591-26500,OCEAN AVE,POINT (-122.47437 37.732292)
29548,151566,657-24380,SAN BRUNO AVE,POINT (-122.40526 37.73148)
29549,148917,575-04380,MAPLE ST,POINT (-122.45521 37.786583)
29550,142034,127-04630,27TH AVE,POINT (-122.48696 37.780308)
29551,148188,440-53120,GEARY BLVD,POINT (-122.476654 37.78059)
29552,153447,440-28190,GEARY BLVD,POINT (-122.44947 37.78205)
29553,151410,461-00050,HARRINGTON ST,POINT (-122.43468 37.725243)
29554,151325,568-47160,MISSION ST,POINT (-122.43642 37.722675)
29555,143356,591-26240,OCEAN AVE,POINT (-122.47363 37.731956)
29557,151548,657-25470,SAN BRUNO AVE,POINT (-122.40416 37.72922)
29558,144219,110-12990,10TH AVE,POINT (-122.467445 37.76411)
29559,151094,383-28130,DIAMOND ST,POINT (-122.43389 37.734108)
29560,162346,122-13100,22ND AVE,POINT (-122.48023 37.763077)
29561,152070,650-33170,SACRAMENTO ST,POINT (-122.447754 37.78803)
29562,141276,583-11010,NOE ST,POINT (-122.43177 37.75133)
29564,144465,680-06250,TARAVAL ST,POINT (-122.47331 37.743065)
29565,148943,440-35330,GEARY BLVD,POINT (-122.457405 37.78119)
29566,153372,568-31540,MISSION ST,POINT (-122.419205 37.74679)
29567,147564,350-35520,CALIFORNIA ST,POINT (-122.45318 37.786514)
29568,164313,387-00260,DUNCAN ST,POINT (-122.42109 37.7465)
29569,141381,331-26010,BRYANT ST,POINT (-122.40901 37.752686)
29570,148052,360-01080,CLEMENT ST,POINT (-122.460526 37.783195)
29571,162366,469-16240,HOLLOWAY AVE,POINT (-122.47788 37.72092)
29572,152158,650-36180,SACRAMENTO ST,POINT (-122.45253 37.78753)
29573,163267,680-12190,TARAVAL ST,POINT (-122.479576 37.74279)
29574,151602,226-34470,26TH ST,POINT (-122.42 37.748875)
29575,164273,568-27130,MISSION ST,POINT (-122.41845 37.753407)
29576,148095,107-03200,07TH AVE,POINT (-122.46537 37.78231)
29577,143069,725-00510,WEST PORTAL AVE,POINT (-122.46659 37.739914)
29578,143469,410-05420,FAXON AVE,POINT (-122.46015 37.724472)
29579,142950,107-13129,07TH AVE,POINT (-122.46361 37.7636)
29580,151905,657-24200,SAN BRUNO AVE,POINT (-122.405426 37.73188)
29581,164295,568-33300,MISSION ST,POINT (-122.42145 37.74332)
29583,151253,440-28140,GEARY BLVD,POINT (-122.44967 37.782303)
29584,142265,120-12220,20TH AVE,POINT (-122.4786 37.763844)
29585,144217,109-13320,09TH AVE,POINT (-122.46616 37.763218)
29587,147745,360-07050,CLEMENT ST,POINT (-122.46676 37.78276)
29588,142397,490-23230,IRVING ST,POINT (-122.48303 37.763226)
29589,142450,120-24060,20TH AVE,POINT (-122.476654 37.742756)
29590,143120,591-12220,OCEAN AVE,POINT (-122.45582 37.723896)
29591,148309,360-19010,CLEMENT ST,POINT (-122.47965 37.782185)
29592,142302,490-07060,IRVING ST,POINT (-122.465614 37.76414)
29593,141394,223-32100,23RD ST,POINT (-122.416954 37.753975)
29594,162198,725-01970,WEST PORTAL AVE,POINT (-122.46791 37.738773)
29596,147515,618-04060,PRESIDIO AVE,POINT (-122.446846 37.78806)
29597,151355,464-13070,HAYES ST,POINT (-122.43815 37.774887)
29598,142559,440-63020,GEARY BLVD,POINT (-122.487045 37.780113)
29599,141476,224-41110,24TH ST,POINT (-122.43456 37.75121)
29600,147453,440-62360,GEARY BLVD,POINT (-122.48665 37.780132)
29601,162132,591-16190,OCEAN AVE,POINT (-122.45982 37.724564)
29602,142537,124-04020,24TH AVE,POINT (-122.48371 37.78193)
29603,150973,657-25180,SAN BRUNO AVE,POINT (-122.40443 37.7295)
29604,151245,365-04040,CORTLAND AVE,POINT (-122.41754 37.7391)
29605,152244,656-00060,SAN JUAN AVE,POINT (-122.43553 37.72416)
29606,141399,224-28200,24TH ST,POINT (-122.40894 37.752857)
29607,149399,118-04240,18TH AVE,POINT (-122.477554 37.77986)
29608,142425,591-26060,OCEAN AVE,POINT (-122.47335 37.73183)
29609,142710,490-17020,IRVING ST,POINT (-122.47624 37.763676)
29610,152335,440-27160,GEARY BLVD,POINT (-122.44876 37.782425)
29611,147726,440-35110,GEARY BLVD,POINT (-122.456726 37.78122)
29612,151177,203-49060,03RD ST,POINT (-122.39117 37.733807)
29613,143200,591-26110,OCEAN AVE,POINT (-122.473495 37.73171)
29615,152119,650-32050,SACRAMENTO ST,POINT (-122.4458 37.788277)
29616,153459,350-34290,CALIFORNIA ST,POINT (-122.45086 37.786606)
29617,148297,440-48120,GEARY BLVD,POINT (-122.47121 37.780838)
29618,163179,440-55180,GEARY BLVD,POINT (-122.47899 37.780487)
29619,151729,568-34210,MISSION ST,POINT (-122.42229 37.741657)
29620,147954,360-07030,CLEMENT ST,POINT (-122.46672 37.782764)
29621,142094,137-07100,37TH AVE,POINT (-122.49721 37.775352)
29622,163442,131-17960,31ST AVE,POINT (-122.48926 37.75393)
29624,149214,440-57102,GEARY BLVD,POINT (-122.48093 37.780487)
29625,151448,421-00070,FRANCIS ST,POINT (-122.433655 37.726677)
29626,152188,568-48290,MISSION ST,POINT (-122.43787 37.720444)
29627,142776,550-08970,LONDON ST,POINT (-122.440025 37.716225)
29628,162299,591-25230,OCEAN AVE,POINT (-122.472725 37.73136)
29629,151330,350-33150,CALIFORNIA ST,POINT (-122.44906 37.78689)
29630,143157,725-02040,WEST PORTAL AVE,POINT (-122.46821 37.738827)
29631,149040,575-04200,MAPLE ST,POINT (-122.455246 37.786785)
29632,144264,690-08170,ULLOA ST,POINT (-122.4655 37.74041)
29633,164352,545-01020,LELAND AVE,POINT (-122.40576 37.71204)
29634,162248,725-02250,WEST PORTAL AVE,POINT (-122.46837 37.738388)
29635,142075,440-57210,GEARY BLVD,POINT (-122.48115 37.780113)
29636,142372,725-01990,WEST PORTAL AVE,POINT (-122.46794 37.73875)
29637,147861,360-08140,CLEMENT ST,POINT (-122.4682 37.782845)
29638,147552,727-01040,WAYLAND ST,POINT (-122.403275 37.72643)
29639,151038,568-31120,MISSION ST,POINT (-122.41859 37.747746)
29640,164412,602-08840,PARIS ST,POINT (-122.439285 37.715977)
29641,150961,226-33500,26TH ST,POINT (-122.4179 37.749104)
29642,148003,111-03790,11TH AVE,POINT (-122.46973 37.781265)
29643,163324,119-23560,19TH AVE,POINT (-122.475555 37.74347)
29644,143367,581-14210,NORIEGA ST,POINT (-122.4794 37.75401)
29645,149231,128-05080,28TH AVE,POINT (-122.48784 37.779606)
29646,162448,581-25140,NORIEGA ST,POINT (-122.49079 37.7537)
29648,142906,120-12990,20TH AVE,POINT (-122.47829 37.763653)
29649,142286,591-15210,OCEAN AVE,POINT (-122.458855 37.72436)
29650,141852,224-41030,24TH ST,POINT (-122.43429 37.751225)
29651,149159,360-05390,CLEMENT ST,POINT (-122.46532 37.782825)
29652,141226,700-11400,VALENCIA ST,POINT (-122.42096 37.754276)
29653,141731,224-39630,24TH ST,POINT (-122.43152 37.75139)
29654,144352,680-11160,TARAVAL ST,POINT (-122.47847 37.743004)
29655,143257,591-25510,OCEAN AVE,POINT (-122.47315 37.731552)
29656,151089,568-28460,MISSION ST,POINT (-122.41839 37.75086)
29657,141836,700-11440,VALENCIA ST,POINT (-122.42095 37.754124)
29658,142861,568-52370,MISSION ST,POINT (-122.44236 37.71471)
29659,147346,111-03850,11TH AVE,POINT (-122.46972 37.781174)
29660,149427,360-11200,CLEMENT ST,POINT (-122.47135 37.7827)
29661,153473,650-36160,SACRAMENTO ST,POINT (-122.45252 37.78753)
29662,148424,613-07060,PORTOLA DR,POINT (-122.45347 37.744377)
29663,149451,613-07330,PORTOLA DR,POINT (-122.45358 37.74403)
29664,151238,683-08610,THORNTON AVE,POINT (-122.40459 37.730316)
29665,164354,350-37400,CALIFORNIA ST,POINT (-122.4565 37.786095)
29666,141244,224-30610,24TH ST,POINT (-122.41338 37.75248)
29667,151939,700-16380,VALENCIA ST,POINT (-122.42027 37.747074)
29668,152090,350-35090,CALIFORNIA ST,POINT (-122.45205 37.786453)
29669,149321,119-04100,19TH AVE,POINT (-122.478195 37.780014)
29670,162264,490-22180,IRVING ST,POINT (-122.48207 37.76341)
29671,163411,581-25370,NORIEGA ST,POINT (-122.49114 37.753494)
29672,142512,136-06650,36TH AVE,POINT (-122.496315 37.77595)
29673,142363,490-21070,IRVING ST,POINT (-122.48057 37.76334)
29674,142186,490-09080,IRVING ST,POINT (-122.46778 37.764046)
29675,141742,611-05040,PARNASSUS AVE,POINT (-122.45891 37.763245)
29677,142046,116-04090,16TH AVE,POINT (-122.47512 37.78014)
29678,162469,469-16480,HOLLOWAY AVE,POINT (-122.47866 37.720947)
29679,147866,360-06150,CLEMENT ST,POINT (-122.465904 37.7828)
29680,141847,224-29170,24TH ST,POINT (-122.41062 37.752644)
29681,143404,680-09160,TARAVAL ST,POINT (-122.47635 37.7431)
29683,142401,591-19290,OCEAN AVE,POINT (-122.4632 37.725536)
29684,150888,492-10470,IOWA ST,POINT (-122.39131 37.75353)
29685,147891,302-04960,ARGUELLO BLVD,POINT (-122.458786 37.781578)
29686,141259,224-40450,24TH ST,POINT (-122.43329 37.75128)
29687,141759,700-12580,VALENCIA ST,POINT (-122.42078 37.7523)
29688,143015,490-20180,IRVING ST,POINT (-122.479935 37.76351)
29689,142640,521-00410,KIRKHAM ST,POINT (-122.46138 37.76044)
29690,162162,490-25370,IRVING ST,POINT (-122.48545 37.763123)
29691,151474,650-32090,SACRAMENTO ST,POINT (-122.44595 37.788258)
29692,148125,440-44100,GEARY BLVD,POINT (-122.46676 37.78104)
29693,152183,650-35230,SACRAMENTO ST,POINT (-122.451 37.787617)
29694,151113,798-00109,LILAC ST,POINT (-122.41746 37.752075)
29695,149361,121-04050,21ST AVE,POINT (-122.480484 37.77994)
29696,149051,360-04220,CLEMENT ST,POINT (-122.464134 37.78303)
29698,149229,440-56040,GEARY BLVD,POINT (-122.479645 37.780457)
29700,148218,116-03980,16TH AVE,POINT (-122.47504 37.780796)
29701,147378,360-03230,CLEMENT ST,POINT (-122.46286 37.78294)
29702,147569,350-37100,CALIFORNIA ST,POINT (-122.45548 37.78622)
29703,144419,490-24290,IRVING ST,POINT (-122.484245 37.763172)
29704,163201,109-13200,09TH AVE,POINT (-122.46618 37.76349)
29705,141992,138-06540,38TH AVE,POINT (-122.498344 37.776215)
29706,164264,667-12150,SOUTH VAN NESS AVE,POINT (-122.41625 37.753513)
29707,142060,118-03910,18TH AVE,POINT (-122.47732 37.78078)
29708,163157,360-19120,CLEMENT ST,POINT (-122.47999 37.782307)
29709,144377,122-24030,22ND AVE,POINT (-122.47898 37.742672)
29710,142736,602-09030,PARIS ST,POINT (-122.4395 37.715466)
29711,162233,680-06240,TARAVAL ST,POINT (-122.47329 37.743233)
29712,143390,725-01400,WEST PORTAL AVE,POINT (-122.46782 37.739155)
29713,149379,440-57070,GEARY BLVD,POINT (-122.48079 37.780132)
29714,141865,224-32010,24TH ST,POINT (-122.41642 37.752293)
29715,142303,490-09010,IRVING ST,POINT (-122.4675 37.763905)
29717,142382,122-24020,22ND AVE,POINT (-122.47881 37.74278)
29719,147727,440-45120,GEARY BLVD,POINT (-122.46803 37.78098)
29720,147876,109-02900,09TH AVE,POINT (-122.467575 37.783165)
29721,148437,360-23050,CLEMENT ST,POINT (-122.48411 37.781982)
29722,141213,224-40660,24TH ST,POINT (-122.43393 37.751354)
29723,143050,490-17220,IRVING ST,POINT (-122.47679 37.76365)
29724,148076,360-00140,CLEMENT ST,POINT (-122.45962 37.783237)
29725,147435,321-37070,BALBOA ST,POINT (-122.49859 37.77558)
29726,148086,609-02160,PARKER AVE,POINT (-122.45397 37.781242)
29727,141411,653-11040,SANCHEZ ST,POINT (-122.429695 37.75134)
29728,162183,591-24420,OCEAN AVE,POINT (-122.47051 37.730568)
29729,143113,591-12120,OCEAN AVE,POINT (-122.4554 37.72381)
29730,147471,440-63030,GEARY BLVD,POINT (-122.48703 37.779842)
29731,142449,591-25480,OCEAN AVE,POINT (-122.47303 37.73169)
29732,143153,122-18040,22ND AVE,POINT (-122.47959 37.753952)
29733,162119,680-14060,TARAVAL ST,POINT (-122.4814 37.742878)
29734,147716,360-05110,CLEMENT ST,POINT (-122.464714 37.782856)
29735,151778,568-32340,MISSION ST,POINT (-122.420586 37.744656)
29736,142080,321-32260,BALBOA ST,POINT (-122.493965 37.775932)
29737,149384,440-63120,GEARY BLVD,POINT (-122.4874 37.780098)
29738,152459,440-30080,GEARY BLVD,POINT (-122.451546 37.782063)
29741,152320,650-32110,SACRAMENTO ST,POINT (-122.44602 37.78825)
29742,162111,613-07040,PORTOLA DR,POINT (-122.453445 37.744392)
29743,144302,441-09490,GENEVA AVE,POINT (-122.44003 37.716057)
29745,162283,591-19570,OCEAN AVE,POINT (-122.46401 37.725845)
29746,142181,550-08950,LONDON ST,POINT (-122.439995 37.71627)
29747,141348,224-37610,24TH ST,POINT (-122.426765 37.751675)
29748,150877,492-09650,IOWA ST,POINT (-122.39153 37.75428)
29749,143005,490-15180,IRVING ST,POINT (-122.47441 37.763756)
29750,142872,490-10290,IRVING ST,POINT (-122.4691 37.763836)
29751,147941,360-04240,CLEMENT ST,POINT (-122.46421 37.783028)
29752,147770,440-32210,GEARY BLVD,POINT (-122.45381 37.781498)
29753,151434,568-46140,MISSION ST,POINT (-122.43526 37.72421)
29755,164266,492-09110,IOWA ST,POINT (-122.39173 37.754982)
29756,147390,360-03250,CLEMENT ST,POINT (-122.4629 37.782936)
29757,164290,365-05040,CORTLAND AVE,POINT (-122.41621 37.73897)
29758,143309,490-22110,IRVING ST,POINT (-122.48174 37.763287)
29759,142629,490-14360,IRVING ST,POINT (-122.473625 37.76379)
29760,144239,568-52020,MISSION ST,POINT (-122.44187 37.71546)
29761,143097,109-12540,09TH AVE,POINT (-122.46627 37.764595)
29762,143118,122-12910,22ND AVE,POINT (-122.48041 37.763668)
29763,148226,613-06820,PORTOLA DR,POINT (-122.45299 37.74467)
29764,148321,117-03940,17TH AVE,POINT (-122.47611 37.78082)
29765,147968,321-03190,BALBOA ST,POINT (-122.46255 37.777225)
29766,143396,591-16080,OCEAN AVE,POINT (-122.45947 37.724674)
29767,150956,657-25290,SAN BRUNO AVE,POINT (-122.40434 37.729668)
29768,149333,119-03940,19TH AVE,POINT (-122.47825 37.780724)
29769,151546,657-24260,SAN BRUNO AVE,POINT (-122.40538 37.73177)
29771,149061,440-46040,GEARY BLVD,POINT (-122.4688 37.780945)
29772,142140,725-01190,WEST PORTAL AVE,POINT (-122.46728 37.739307)
29773,147799,440-34210,GEARY BLVD,POINT (-122.45605 37.78125)
29774,163154,110-04020,10TH AVE,POINT (-122.46847 37.780582)
29775,141862,224-33180,24TH ST,POINT (-122.41919 37.75223)
29776,147400,108-03990,08TH AVE,POINT (-122.4665 37.7811)
29778,152001,461-00060,HARRINGTON ST,POINT (-122.4347 37.72536)
29779,164413,490-09220,IRVING ST,POINT (-122.46819 37.76403)
29780,149362,321-32130,BALBOA ST,POINT (-122.4935 37.775814)
29781,148436,360-22400,CLEMENT ST,POINT (-122.48357 37.782143)
29782,142338,680-10230,TARAVAL ST,POINT (-122.477554 37.74288)
29783,147337,109-03104,09TH AVE,POINT (-122.46726 37.782215)
29784,147562,350-36050,CALIFORNIA ST,POINT (-122.453636 37.786304)
29786,162161,490-24220,IRVING ST,POINT (-122.48436 37.763306)
29787,164740,360-05350,CLEMENT ST,POINT (-122.46523 37.78283)
29788,151639,356-33220,CESAR CHAVEZ ST,POINT (-122.41673 37.748295)
29789,150840,492-09410,IOWA ST,POINT (-122.39162 37.754604)
29790,147919,360-09160,CLEMENT ST,POINT (-122.46912 37.782803)
29791,162184,591-25180,OCEAN AVE,POINT (-122.4725 37.731453)
29792,148154,119-04080,19TH AVE,POINT (-122.4782 37.780075)
29793,140401,468-00520,HILLWAY AVE,POINT (-122.45661 37.764153)
29794,152079,440-30120,GEARY BLVD,POINT (-122.45167 37.782047)
29795,141373,224-38710,24TH ST,POINT (-122.42922 37.751526)
29796,148030,360-08190,CLEMENT ST,POINT (-122.468124 37.7827)
29797,147841,440-40090,GEARY BLVD,POINT (-122.462524 37.78096)
29798,152203,568-47360,MISSION ST,POINT (-122.43669 37.72232)
29800,149264,440-56220,GEARY BLVD,POINT (-122.48013 37.780434)
29801,147683,105-04040,05TH AVE,POINT (-122.46311 37.780807)
29802,148945,360-10180,CLEMENT ST,POINT (-122.47024 37.78275)
29803,162317,469-17580,HOLLOWAY AVE,POINT (-122.48047 37.72101)
29804,142256,568-51090,MISSION ST,POINT (-122.44166 37.715443)
29805,151400,568-44160,MISSION ST,POINT (-122.43329 37.726814)
29806,149171,440-40040,GEARY BLVD,POINT (-122.462395 37.781235)
29807,150876,492-09630,IOWA ST,POINT (-122.391525 37.754307)
29808,164477,581-24330,NORIEGA ST,POINT (-122.48999 37.753544)
29809,152050,320-01050,BACON ST,POINT (-122.403824 37.72751)
29810,141217,611-03790,PARNASSUS AVE,POINT (-122.4572 37.76358)
29811,162301,725-02200,WEST PORTAL AVE,POINT (-122.46846 37.738613)
29813,153387,522-01010,KINGSTON ST,POINT (-122.4222 37.741726)
29814,151273,350-35290,CALIFORNIA ST,POINT (-122.45245 37.786404)
29815,142270,568-49600,MISSION ST,POINT (-122.43939 37.71874)
29816,147475,440-47030,GEARY BLVD,POINT (-122.46977 37.78063)
29817,151793,667-15040,SOUTH VAN NESS AVE,POINT (-122.41602 37.748943)
29818,148259,360-11290,CLEMENT ST,POINT (-122.47153 37.78254)
29819,147860,360-06210,CLEMENT ST,POINT (-122.46606 37.78279)
29820,141741,611-04350,PARNASSUS AVE,POINT (-122.45861 37.763184)
29821,162328,687-00170,TAPIA DR,POINT (-122.48146 37.721954)
29822,148192,440-50090,GEARY BLVD,POINT (-122.47322 37.780476)
29823,144298,120-12930,20TH AVE,POINT (-122.478294 37.76374)
29824,147621,503-01930,JORDAN AVE,POINT (-122.456726 37.781693)
29825,143280,591-19170,OCEAN AVE,POINT (-122.46278 37.725372)
29826,147846,321-05090,BALBOA ST,POINT (-122.46439 37.77714)
29827,162391,132-17920,32ND AVE,POINT (-122.49034 37.753994)
29829,163244,124-13020,24TH AVE,POINT (-122.48239 37.763195)
29831,149185,360-02030,CLEMENT ST,POINT (-122.4614 37.783005)
29832,153362,568-44200,MISSION ST,POINT (-122.43335 37.72673)
29833,152460,384-05190,DIVISADERO ST,POINT (-122.43781 37.774567)
29834,142202,568-52220,MISSION ST,POINT (-122.44225 37.715054)
29835,144341,680-11020,TARAVAL ST,POINT (-122.47802 37.743023)
29836,148005,360-10120,CLEMENT ST,POINT (-122.47015 37.782753)
29837,147497,604-00500,PERSIA AVE,POINT (-122.43535 37.722775)
29838,148335,440-61250,GEARY BLVD,POINT (-122.48558 37.779907)
29839,147675,440-43190,GEARY BLVD,POINT (-122.46607 37.7808)
29840,151367,568-46310,MISSION ST,POINT (-122.43522 37.723953)
29841,150913,568-33190,MISSION ST,POINT (-122.421074 37.743538)
29842,148984,360-05250,CLEMENT ST,POINT (-122.46502 37.78284)
29843,142204,490-09310,IRVING ST,POINT (-122.46805 37.76388)
29844,148475,321-36150,BALBOA ST,POINT (-122.49778 37.77562)
29846,142762,490-08290,IRVING ST,POINT (-122.467 37.763927)
29847,149142,102-03960,02ND AVE,POINT (-122.45994 37.781513)
29848,152426,584-00240,NORTON ST,POINT (-122.43517 37.725155)
29849,152337,440-30110,GEARY BLVD,POINT (-122.45148 37.781796)
29850,147352,103-03060,03RD AVE,POINT (-122.46111 37.782948)
29851,141265,224-40020,24TH ST,POINT (-122.43302 37.75108)
29852,144414,122-23660,22ND AVE,POINT (-122.478836 37.743134)
29853,162267,490-23330,IRVING ST,POINT (-122.48324 37.763218)
29854,151243,630-16870,QUESADA AVE,POINT (-122.39095 37.73297)
29856,163153,360-01160,CLEMENT ST,POINT (-122.4608 37.783184)
29857,147347,440-43240,GEARY BLVD,POINT (-122.46625 37.781063)
29858,148144,360-21420,CLEMENT ST,POINT (-122.482544 37.782185)
29859,152091,350-35390,CALIFORNIA ST,POINT (-122.45267 37.786373)
29860,142344,680-07120,TARAVAL ST,POINT (-122.47412 37.743195)
29861,149283,119-03980,19TH AVE,POINT (-122.47824 37.780617)
29862,144224,490-18200,IRVING ST,POINT (-122.47792 37.7636)
29863,147885,108-02920,08TH AVE,POINT (-122.4665 37.783108)
29864,142532,440-55040,GEARY BLVD,POINT (-122.47857 37.780506)
29865,162371,132-18040,32ND AVE,POINT (-122.4903 37.75344)
29866,143032,490-16310,IRVING ST,POINT (-122.47581 37.76354)
29867,147870,108-03270,08TH AVE,POINT (-122.46658 37.782288)
29868,147512,603-00090,PEABODY ST,POINT (-122.406586 37.711967)
29869,152172,545-01360,LELAND AVE,POINT (-122.406624 37.712376)
29870,152449,440-24290,GEARY BLVD,POINT (-122.443886 37.7826)
29871,153471,545-01530,LELAND AVE,POINT (-122.40678 37.712326)
29872,151792,226-33480,26TH ST,POINT (-122.41783 37.749107)
29873,147874,108-02970,08TH AVE,POINT (-122.46663 37.78301)
29874,142644,725-00370,WEST PORTAL AVE,POINT (-122.466354 37.74012)
29875,148301,440-57114,GEARY BLVD,POINT (-122.48115 37.780514)
29876,142365,490-22220,IRVING ST,POINT (-122.482216 37.763405)
29877,150886,492-10430,IOWA ST,POINT (-122.39133 37.75358)
29878,143220,725-02160,WEST PORTAL AVE,POINT (-122.4684 37.738667)
29879,143391,725-03180,WEST PORTAL AVE,POINT (-122.46947 37.737762)
29880,151517,657-24440,SAN BRUNO AVE,POINT (-122.40521 37.73137)
29881,150963,568-32430,MISSION ST,POINT (-122.42047 37.744476)
29883,143019,591-12170,OCEAN AVE,POINT (-122.45584 37.723724)
29884,150857,492-09230,IOWA ST,POINT (-122.391685 37.754833)
29885,147449,360-21220,CLEMENT ST,POINT (-122.482216 37.7822)
29886,163192,360-10250,CLEMENT ST,POINT (-122.47062 37.78258)
29887,149476,440-59140,GEARY BLVD,POINT (-122.48309 37.780296)
29888,162477,127-24040,27TH AVE,POINT (-122.484215 37.742577)
29889,141927,492-10610,IOWA ST,POINT (-122.39128 37.75339)
29891,149240,440-62280,GEARY BLVD,POINT (-122.48649 37.78014)
29892,142086,613-06070,PORTOLA DR,POINT (-122.45172 37.74521)
29893,142187,108-13113,08TH AVE,POINT (-122.46578 37.763554)
29894,142740,490-10050,IRVING ST,POINT (-122.46863 37.763855)
29895,151927,226-34410,26TH ST,POINT (-122.41976 37.74889)
29896,144371,725-02130,WEST PORTAL AVE,POINT (-122.46817 37.738552)
29897,147634,104-03910,04TH AVE,POINT (-122.46222 37.781414)
29898,148993,575-04040,MAPLE ST,POINT (-122.455284 37.78698)
29899,151595,630-17050,QUESADA AVE,POINT (-122.39155 37.73329)
29902,141754,224-30680,24TH ST,POINT (-122.413605 37.752575)
29903,142738,490-07120,IRVING ST,POINT (-122.46576 37.764133)
29904,149128,360-04210,CLEMENT ST,POINT (-122.463905 37.78289)
29905,141808,414-11950,FLORIDA ST,POINT (-122.41003 37.752968)
29906,144441,123-12890,23RD AVE,POINT (-122.48151 37.76363)
29907,162344,131-17920,31ST AVE,POINT (-122.489265 37.754044)
29908,151283,591-00140,OCEAN AVE,POINT (-122.43597 37.723907)
29909,151196,568-31280,MISSION ST,POINT (-122.41887 37.74731)
29910,147987,440-31030,GEARY BLVD,POINT (-122.45228 37.781693)
29911,164345,384-03040,DIVISADERO ST,POINT (-122.43716 37.772423)
29912,149349,440-51080,GEARY BLVD,POINT (-122.47429 37.780697)
29913,147551,727-01020,WAYLAND ST,POINT (-122.40324 37.726437)
29914,148000,440-34120,GEARY BLVD,POINT (-122.45605 37.78152)
29915,149400,118-04280,18TH AVE,POINT (-122.477745 37.77985)
29916,142899,490-07150,IRVING ST,POINT (-122.46579 37.76398)
29917,144255,490-18170,IRVING ST,POINT (-122.47766 37.76346)
29918,164459,591-25160,OCEAN AVE,POINT (-122.47247 37.731438)
29919,142472,591-19380,OCEAN AVE,POINT (-122.46342 37.72582)
29920,142418,581-13200,NORIEGA ST,POINT (-122.478096 37.754242)
29923,142072,115-03970,15TH AVE,POINT (-122.47404 37.78077)
29924,142118,490-09370,IRVING ST,POINT (-122.468155 37.763878)
29925,163113,203-51760,03RD ST,POINT (-122.39221 37.730824)
29926,149078,106-03050,06TH AVE,POINT (-122.46446 37.782654)
29927,149211,440-59190,GEARY BLVD,POINT (-122.48323 37.780018)
